suite,seed,profile,startStage,endStage,arena,outcome,seconds,startHp,endHp,damage,healed,peakEnemies,peakShots,peakParticles,remainingHp,modCount,mods,death,error
branches,,airbrake,10,,room,clear,17.15,100,100,0,0,11,6,70,0,10,kick;air-brake;backblast;backfire;light;airshot;leech;magnum;landing;rapid,,
branches,,airbrake,19,,boss,clear,45.82,100,86,16,2,1,180,216,0,19,kick;air-brake;backblast;backfire;light;airshot;leech;magnum;landing;rapid;scatter;ricochet;pierce;split;burst;banker;crossfire;bloom;fold,,
branches,,resonator,10,,room,clear,21.93,100,100,0,0,8,3,70,0,10,cutting-torch;burst;pulse-chamber;fold;relay-gate;resonator;scatter;airshot;light;leech,,
branches,,resonator,19,,boss,clear,56.75,100,47,55,2,1,14,84,0,19,cutting-torch;burst;pulse-chamber;fold;relay-gate;resonator;scatter;airshot;light;leech;magnum;rapid;ricochet;pierce;split;kick;backblast;banker;landing,,
branches,,flywheel,10,,room,clear,27.68,100,47,71,18,11,13,106,0,10,mass-driver;skid-plate;grindshot;crosscut;flywheel;pierce;banker;airshot;light;leech,,
branches,,flywheel,19,,boss,clear,57.6,100,33,69,2,1,59,166,0,19,mass-driver;skid-plate;grindshot;crosscut;flywheel;pierce;banker;airshot;light;leech;magnum;scatter;rapid;ricochet;split;kick;burst;backblast;landing,,
branches,,storm,10,,room,clear,17.32,100,100,0,0,10,6,135,0,10,shellshock;cluster-shell;arc-coil;storm-cell;aftershock;blast-surf;airshot;light;leech;rapid,,
branches,,storm,19,,boss,timeout,89.8,100,34,66,0,1,53,218,1912.2,19,shellshock;cluster-shell;arc-coil;storm-cell;aftershock;blast-surf;airshot;light;leech;rapid;magnum;scatter;ricochet;pierce;split;kick;burst;backblast;banker,,
branches,,pulse,10,,room,clear,13.85,100,92,18,10,8,11,73,0,10,cutting-torch;burst;pulse-chamber;thermal-runaway;scatter;airshot;light;leech;kick;magnum,,
branches,,pulse,19,,boss,clear,40.68,100,100,0,0,1,12,66,0,19,cutting-torch;burst;pulse-chamber;thermal-runaway;scatter;airshot;light;leech;kick;magnum;rapid;ricochet;pierce;split;backblast;banker;landing;deadeye;execute,,
branches,,charge,10,,room,clear,27.28,100,90,30,20,7,6,82,0,10,cutting-torch;charge-lens;thermal-runaway;scatter;capacitor;airshot;light;leech;kick;magnum,,
branches,,charge,19,,boss,clear,41.5,100,56,46,2,1,12,97,0,19,cutting-torch;charge-lens;thermal-runaway;scatter;capacitor;airshot;light;leech;kick;magnum;rapid;ricochet;pierce;split;burst;backblast;banker;landing;deadeye,,
branches,,prism,10,,room,clear,16.83,100,100,0,0,11,4,71,0,10,cutting-torch;prism-array;thermal-runaway;scatter;pierce;airshot;light;leech;kick;magnum,,
branches,,prism,19,,boss,clear,43.97,100,19,83,2,1,11,71,0,19,cutting-torch;prism-array;thermal-runaway;scatter;pierce;airshot;light;leech;kick;magnum;rapid;ricochet;split;burst;backblast;banker;landing;deadeye;execute,,
branches,,pinwheel,10,,room,clear,17.65,100,100,0,0,8,46,181,0,10,crossfire;pinwheel;scatter;rapid;burst;airshot;light;leech;kick;magnum,,
branches,,pinwheel,19,,boss,clear,34.53,100,100,0,0,1,143,219,0,19,crossfire;pinwheel;scatter;rapid;burst;airshot;light;leech;kick;magnum;ricochet;pierce;split;backblast;banker;landing;bloom;fold;rewire,,
branches,,follow,10,,room,clear,10.1,100,100,0,0,9,10,51,0,10,crossfire;afterimage;follow-through;vector;afterburner;airshot;light;leech;kick;magnum,,
branches,,follow,19,,boss,clear,27.05,100,86,16,2,1,180,219,0,19,crossfire;afterimage;follow-through;vector;afterburner;airshot;light;leech;kick;magnum;scatter;rapid;ricochet;pierce;split;burst;backblast;banker;landing,,
branches,,shaped,10,,room,clear,16.57,100,86,30,16,9,7,100,0,10,shellshock;shaped-charge;fuse;linked-fuse;aftershock;shockfront;blast-surf;airshot;light;leech,,
branches,,shaped,19,,boss,timeout,89.8,100,32,68,0,1,56,206,872.6,19,shellshock;shaped-charge;fuse;linked-fuse;aftershock;shockfront;blast-surf;airshot;light;leech;magnum;scatter;rapid;ricochet;pierce;split;kick;burst;backblast,,
branches,,cluster,10,,room,clear,19.45,100,86,20,6,9,6,126,0,10,shellshock;cluster-shell;fuse;linked-fuse;aftershock;shockfront;blast-surf;airshot;light;leech,,
branches,,cluster,19,,boss,timeout,89.95,100,84,16,0,1,51,216,1149,19,shellshock;cluster-shell;fuse;linked-fuse;aftershock;shockfront;blast-surf;airshot;light;leech;magnum;scatter;rapid;ricochet;pierce;split;kick;burst;backblast,,
branches,,skid,10,,room,clear,11.55,100,100,0,0,9,7,69,0,10,mass-driver;skid-plate;pierce;banker;tether;airshot;light;leech;kick;magnum,,
branches,,skid,19,,boss,clear,52.68,100,78,24,2,1,141,220,0,19,mass-driver;skid-plate;pierce;banker;tether;airshot;light;leech;kick;magnum;scatter;rapid;ricochet;split;burst;backblast;landing;crossfire;bloom,,
branches,,relay,10,,room,clear,17.08,100,94,18,12,9,8,56,0,10,fold;relay-gate;slingshot;banker;ricochet;airshot;light;leech;kick;magnum,,
branches,,relay,19,,boss,clear,29.28,100,100,0,0,1,158,219,0,19,fold;relay-gate;slingshot;banker;ricochet;airshot;light;leech;kick;magnum;scatter;rapid;pierce;split;burst;backblast;landing;crossfire;bloom,,
branches,,short,10,,room,clear,19.07,100,100,0,0,11,15,78,0,10,arc-coil;short-circuit;magnum;rapid;pierce;airshot;light;leech;kick;scatter,,
branches,,short,19,,boss,clear,27.62,100,100,0,0,1,157,219,0,19,arc-coil;short-circuit;magnum;rapid;pierce;airshot;light;leech;kick;scatter;ricochet;split;burst;backblast;banker;landing;crossfire;bloom;fold,,
branches,,triphammer,10,,room,clear,12.23,100,100,0,0,8,3,49,0,10,ramjet;triphammer;kick;redline;backblast;breach;airshot;light;leech;magnum,,
branches,,triphammer,19,,boss,clear,31.75,100,100,0,0,1,157,216,0,19,ramjet;triphammer;kick;redline;backblast;breach;airshot;light;leech;magnum;scatter;rapid;ricochet;pierce;split;burst;banker;landing;crossfire,,
branches,,crosscut,10,,room,clear,16.5,100,100,0,0,8,21,69,0,10,grindshot;crosscut;split;shatter;pierce;banker;airshot;light;leech;magnum,,
branches,,crosscut,19,,boss,clear,60.53,100,69,33,2,1,180,218,0,19,grindshot;crosscut;split;shatter;pierce;banker;airshot;light;leech;magnum;scatter;rapid;ricochet;kick;burst;backblast;landing;crossfire;bloom,,
max,,precision.cutting-torch.pulse-chamber.rewire.daisy-chain.wrecking-ball.snapback,19,,,clear,34.67,100,31,71,2,1,20,74,0,47,,,
max,,precision.cutting-torch.pulse-chamber.rewire.daisy-chain.wrecking-ball.grapnel,19,,,clear,37.08,100,66,36,2,1,19,82,0,47,,,
max,,precision.cutting-torch.pulse-chamber.rewire.daisy-chain.triphammer.snapback,19,,,clear,34.67,100,31,71,2,1,20,74,0,47,,,
max,,precision.cutting-torch.pulse-chamber.rewire.short-circuit.wrecking-ball.snapback,19,,,clear,26.48,100,31,71,2,1,18,80,0,47,,,
max,,precision.cutting-torch.pulse-chamber.relay-gate.daisy-chain.wrecking-ball.snapback,19,,,clear,34.83,100,72,30,2,1,19,67,0,48,,,
max,,precision.cutting-torch.charge-lens.rewire.daisy-chain.wrecking-ball.snapback,19,,,clear,28.68,100,40,62,2,1,22,98,0,47,,,
max,,precision.cutting-torch.prism-array.rewire.daisy-chain.wrecking-ball.snapback,19,,,clear,29.9,100,42,60,2,1,22,87,0,47,,,
max,,precision.rail-spike.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback,19,,,clear,23.15,100,45,57,2,1,121,216,0,50,,,
max,,precision.rail-spike.rewire.daisy-chain.wrecking-ball.crosscut.snapback,19,,,clear,18.13,100,85,17,2,1,146,218,0,50,,,
max,,precision.mass-driver.drop-forge.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback,19,,,clear,20.88,100,58,44,2,1,104,215,0,53,,,
max,,precision.mass-driver.skid-plate.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback,19,,,clear,14.4,100,100,0,0,1,116,217,0,53,,,
max,,bullet-hell.mass-driver.convergence.parallax.drop-forge.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback,19,,,clear,46.18,100,62,40,2,1,180,220,0,54,,,
max,,bullet-hell.mass-driver.convergence.follow-through.drop-forge.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback,19,,,clear,40.93,100,52,50,2,1,180,218,0,54,,,
max,,bullet-hell.mass-driver.pinwheel.parallax.drop-forge.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback,19,,,clear,46.27,100,41,61,2,1,180,220,0,54,,,
max,,demolition.mass-driver.implosion.drop-forge.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback,19,,,dead,51.55,100,0,100,0,1,105,215,2623.3,58,,"{""type"":""blast"",""enemy"":""interceptor""}",
max,,demolition.mass-driver.shaped-charge.drop-forge.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback,19,,,clear,56.25,100,44,58,2,1,105,216,0,58,,,
max,,demolition.mass-driver.cluster-shell.drop-forge.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback,19,,,timeout,59.7,100,5,95,0,1,112,216,2653.1,59,,,
max,,cryogenic.mass-driver.drop-forge.rewire.daisy-chain.wrecking-ball.corner-cutter.deep-freeze.snapback,19,,,clear,50.18,100,81,21,2,1,135,217,0,52,,,
max,,cryogenic.mass-driver.drop-forge.rewire.daisy-chain.wrecking-ball.corner-cutter.cold-snap.snapback,19,,,clear,55.5,100,63,39,2,1,135,217,0,52,,,
max,,stasis.mass-driver.drop-forge.rewire.daisy-chain.wrecking-ball.corner-cutter.crosshatch.snapback.thread-the-needle,19,,,clear,48.88,100,73,29,2,1,175,219,0,51,,,
max,,stasis.mass-driver.drop-forge.rewire.daisy-chain.wrecking-ball.corner-cutter.crosshatch.snapback.convoy,19,,,clear,41.07,100,86,16,2,1,142,213,0,51,,,
max,,stasis.mass-driver.drop-forge.rewire.daisy-chain.wrecking-ball.corner-cutter.tripline.snapback,19,,,clear,39.7,100,66,36,2,1,150,219,0,51,,,
campaign,path-run-65,utility,0,12,,dead,433.3,100,0,258,158,10,,,552,12,mass-driver;vector;rapid;ramjet;shellshock;ricochet;pierce;leech;wrecking-ball;landing;light;countershot,"{""type"":""shot"",""enemy"":""flyer""}",
campaign,path-run-65,ordinary,0,9,,dead,275.23,100,0,166,66,9,,,607,9,mass-driver;drop-forge;rapid;ramjet;shellshock;tether;ricochet;cinder;arc-coil,"{""type"":""shot"",""enemy"":""shooter""}",
campaign,path-run-65,precision,0,7,,timeout,423.52,100,20,118,38,9,,,1076,7,rapid;mass-driver;ricochet;ramjet;recall;grindshot;leech,,
campaign,path-run-66,utility,0,8,,dead,250.88,100,0,171,71,14,,,84,8,arc-coil;pierce;countershot;split;fold;scatter;crossfire;landing,"{""type"":""shot"",""enemy"":""sniper""}",
campaign,path-run-66,ordinary,0,6,,dead,142.08,100,0,147,47,14,,,169,6,arc-coil;pierce;countershot;ramjet;deadeye;scatter,"{""type"":""fuel""}",
campaign,path-run-66,precision,0,14,,dead,402.87,100,0,218,118,14,,,278,14,rapid;split;countershot;airshot;shellshock;scatter;fold;cinder;capacitor;burst;leech;crosswind;mass-driver;shaped-charge,"{""type"":""shot"",""enemy"":""flyer""}",
campaign,path-run-67,utility,0,7,,dead,210.53,100,0,171,71,14,,,57,7,leech;pierce;capacitor;ricochet;light;grindshot;countershot,"{""type"":""shot"",""enemy"":""kiln""}",
campaign,path-run-67,ordinary,0,9,,dead,314.72,100,0,184,84,14,,,315,9,cutting-torch;capacitor;pierce;ramjet;airshot;reserve-cell;burst;cinder;countershot,"{""type"":""shot"",""enemy"":""flyer""}",
campaign,path-run-67,precision,0,19,,won,647.33,100,72,233,205,14,,,0,19,magnum;rapid;leech;ramjet;light;grindshot;crossfire;airshot;capacitor;crosscut;backblast;crosswind;arc-coil;banker;kick;pinwheel;mass-driver;reserve-cell;fold,,
campaign,RF-D78-2026-09-19,daily,0,3,,timeout,243.68,100,64,48,12,5,,,733,3,recall;airshot;scatter,,
campaign,RF-D78-2026-09-20,daily,0,19,,won,725.53,100,70,380,350,11,,,0,19,banker;mass-driver;backblast;ramjet;airshot;leech;wrecking-ball;cinder;scatter;tripwire;magnum;crosswind;skid-plate;recall;capacitor;ricochet;landing;pierce;homecoming,,
campaign,RF-D78-2026-09-21,daily,0,3,,dead,41.02,100,0,112,12,5,,,755,3,grindshot;corner-cutter;kick,"{""type"":""contact"",""enemy"":""loader""}",
areas,path-run-65,utility,4,19,,won,558.47,100,25,153,78,10,,,0,19,light;fold;countershot;ricochet;vector;grindshot;rapid;cinder;flashpoint;mass-driver;arc-coil;capacitor;pierce;landing;tripwire;magnum;split;drop-forge;tether,,
areas,path-run-65,utility,8,19,,won,520.92,100,73,174,147,9,,,0,19,light;fold;countershot;ricochet;pierce;split;leech;landing;grindshot;relay-gate;arc-coil;crosswind;rapid;crosscut;tripwire;cinder;daisy-chain;slipstream;capacitor,,
areas,path-run-65,utility,12,19,,won,301.6,100,82,119,101,10,,,0,19,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;rapid;coolant-rounds;mass-driver;cinder;afterburner;relay-gate;backblast,,
areas,path-run-65,utility,16,17,,dead,67.48,100,0,136,36,9,,,177,17,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;tripwire;rewire;burst;recall;grindshot,"{""type"":""shot"",""enemy"":""sniper""}",
areas,path-run-65,balanced,4,19,,won,434.77,100,49,127,76,10,,,0,19,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet;flashpoint;crosswind;leech;coolant-rounds;mass-driver;scatter;vector;crosscut;fold,,
areas,path-run-65,balanced,8,19,,won,286.77,100,98,102,100,9,,,0,19,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter;arc-coil;countershot;burst;short-circuit;tension;cinder;tether;vector;fold,,
areas,path-run-65,balanced,12,19,,dead,370.78,100,0,258,158,10,,,1178,19,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;backblast;shaped-charge;tether;cinder;snapback;flashpoint;blast-surf,"{""type"":""shot"",""enemy"":""interceptor""}",
areas,path-run-65,balanced,16,19,,won,244.57,100,14,131,45,10,,,0,19,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;tripwire;redline;blast-surf;fuse;grindshot;mass-driver;aftershock,,
areas,path-run-65,precision,4,15,,dead,257.12,100,0,229,129,9,,,3780,15,magnum;rapid;deadeye;airshot;deadlock;arc-coil;leech;cinder;execute;cutting-torch;capacitor;crosswind;pierce;charge-lens;tether,"{""type"":""shot"",""enemy"":""boss""}",
areas,path-run-65,precision,8,15,,dead,179.5,100,0,138,38,9,,,1975,15,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;cutting-torch;capacitor;crosswind;ricochet;charge-lens;tether,"{""type"":""contact"",""enemy"":""boss""}",
areas,path-run-65,precision,12,13,,dead,23.37,100,0,102,2,7,,,317,13,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;ricochet,"{""type"":""train""}",
areas,path-run-65,precision,16,18,,dead,48.45,100,0,144,44,10,,,869,18,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;rail-spike;backblast;kick;redline;recall;arc-coil,"{""type"":""shot"",""enemy"":""sniper""}",
areas,path-run-66,utility,4,19,,won,584.42,100,63,270,233,10,,,0,19,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech;blast-surf;crosswind;shaped-charge;vector;airshot;ramjet;relay-gate;slingshot;tripwire,,
areas,path-run-66,utility,8,19,,won,496.32,100,58,239,197,11,,,0,19,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst;crossfire;crosswind;mass-driver;pinwheel;airshot;tether;relay-gate;shatter;drop-forge,,
areas,path-run-66,utility,12,19,,won,294.1,100,69,67,36,10,,,0,19,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;coolant-rounds;cold-snap;rapid;ramjet;cold-front;slingshot;relay-gate,,
areas,path-run-66,utility,16,19,,won,136.47,100,37,122,59,11,,,0,19,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;magnum;rewire;airshot;suspension;wallrunner;shatter;crosshatch,,
areas,path-run-66,balanced,4,19,,won,467.02,100,90,204,194,9,,,0,19,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast;deadeye;crosswind;cutting-torch;charge-lens;scatter;ramjet;thermal-runaway;airshot;flashpoint,,
areas,path-run-66,balanced,8,11,,timeout,215.8,100,58,60,18,9,,,1860,11,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;countershot;banker;fold,,
areas,path-run-66,balanced,12,19,,won,179.93,100,100,66,66,9,,,0,19,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;mass-driver;coolant-rounds;banker;ramjet;cold-snap;capacitor;triphammer,,
areas,path-run-66,balanced,16,19,,won,94.62,100,84,88,72,10,,,0,19,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;split;shatter;landing;suspension;wallrunner;capacitor;crosshatch,,
areas,path-run-66,precision,4,11,,dead,219.75,100,0,147,47,8,,,1686,11,magnum;rapid;deadeye;airshot;capacitor;execute;leech;cinder;recall;kick;banker,"{""type"":""shot"",""enemy"":""condenser""}",
areas,path-run-66,precision,8,19,,won,297.87,100,81,141,122,11,,,0,19,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split;banker;crosswind;fracture;mass-driver;pierce;ramjet;triphammer;recall;skid-plate,,
areas,path-run-66,precision,12,19,,won,184.5,100,95,157,152,9,,,0,19,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;cutting-torch;charge-lens;ricochet;ramjet;thermal-runaway;backblast;arc-coil,,
areas,path-run-66,precision,16,18,,dead,70.43,100,0,170,70,12,,,1163,18,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;rail-spike;backblast;ricochet;arc-coil;grindshot;fold,"{""type"":""shot"",""enemy"":""flyer""}",
