suite,seed,policy,entrance,visit,stage,layout,event,escape,clear,seconds,startHp,endHp,damage,healed,peakEnemies,mods
areas,path-run-65,utility,12,9,19,last-flight,,extracting,true,2.62,82,82,0,0,0,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;rapid;coolant-rounds;mass-driver;cinder;afterburner;relay-gate;backblast
areas,path-run-65,utility,16,0,16,split-deck,,,true,24.15,100,87,35,22,5,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;tripwire;rewire;burst;recall
areas,path-run-65,utility,16,1,17,suspension-hall,,,false,43.33,87,0,101,14,9,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;tripwire;rewire;burst;recall;grindshot
areas,path-run-65,balanced,4,0,4,pillars,,,true,27.63,100,100,0,0,5,magnum;light;kick;rapid
areas,path-run-65,balanced,4,1,5,fortress,,,true,15.33,100,100,0,0,6,magnum;light;kick;rapid;countershot
areas,path-run-65,balanced,4,2,6,furnace-low-road,,,true,15.68,100,100,0,0,6,magnum;light;kick;rapid;countershot;pierce
areas,path-run-65,balanced,4,3,7,press-hall,,,true,41.62,100,100,0,0,1,magnum;light;kick;rapid;countershot;pierce;split
areas,path-run-65,balanced,4,4,8,return-channel,,,true,12.7,100,100,0,0,7,magnum;light;kick;rapid;countershot;pierce;split;cinder
areas,path-run-65,balanced,4,5,9,pump-room,,,true,26.68,100,79,33,12,7,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot
areas,path-run-65,balanced,4,6,10,cooling-low-road,,,true,13.02,79,91,0,12,9,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet
areas,path-run-65,balanced,4,7,11,turbine-gallery,,,true,40.17,91,100,0,9,1,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet;flashpoint
areas,path-run-65,balanced,4,8,12,sorting-floor,,,true,16.37,100,100,0,0,7,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet;flashpoint;crosswind
areas,path-run-65,balanced,4,9,13,freight-crossing,,,true,13.33,100,100,19,19,6,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet;flashpoint;crosswind;leech
areas,path-run-65,balanced,4,10,14,reclamation-low-road,,,true,22.8,100,100,0,0,8,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet;flashpoint;crosswind;leech;coolant-rounds
areas,path-run-65,balanced,4,11,15,last-crossing,,,true,48.17,100,100,0,0,1,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet;flashpoint;crosswind;leech;coolant-rounds;mass-driver
areas,path-run-65,balanced,4,12,16,split-deck,,,true,17.03,100,100,0,0,5,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet;flashpoint;crosswind;leech;coolant-rounds;mass-driver;scatter
areas,path-run-65,balanced,4,13,17,suspension-hall,,,true,17.42,100,94,22,16,7,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet;flashpoint;crosswind;leech;coolant-rounds;mass-driver;scatter;vector
areas,path-run-65,balanced,4,14,18,rooftops-low-road,,,true,23.93,94,100,0,6,10,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet;flashpoint;crosswind;leech;coolant-rounds;mass-driver;scatter;vector;crosscut
areas,path-run-65,balanced,4,15,19,relay-roof,,,true,64.92,100,49,53,2,1,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet;flashpoint;crosswind;leech;coolant-rounds;mass-driver;scatter;vector;crosscut;fold
areas,path-run-65,balanced,4,16,19,last-flight,,route,true,15.35,49,49,0,0,0,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet;flashpoint;crosswind;leech;coolant-rounds;mass-driver;scatter;vector;crosscut;fold
areas,path-run-65,balanced,4,17,19,last-flight,,extracting,true,2.62,49,49,0,0,0,magnum;light;kick;rapid;countershot;pierce;split;cinder;grindshot;ricochet;flashpoint;crosswind;leech;coolant-rounds;mass-driver;scatter;vector;crosscut;fold
areas,path-run-65,balanced,8,0,8,return-channel,,,true,16.85,100,100,0,0,7,magnum;light;kick;rapid;airshot;leech;pierce;ricochet
areas,path-run-65,balanced,8,1,9,pump-room,,,true,19.18,100,100,0,0,7,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire
areas,path-run-65,balanced,8,2,10,cooling-low-road,,,true,14.22,100,100,18,18,9,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter
areas,path-run-65,balanced,8,3,11,turbine-gallery,,,true,54.02,100,100,0,0,1,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter;arc-coil
areas,path-run-65,balanced,8,4,12,sorting-floor,,,true,14.32,100,100,0,0,7,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter;arc-coil;countershot
areas,path-run-65,balanced,8,5,13,freight-crossing,,,true,22.63,100,92,24,16,7,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter;arc-coil;countershot;burst
areas,path-run-65,balanced,8,6,14,reclamation-low-road,,,true,17.07,92,100,0,8,9,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter;arc-coil;countershot;burst;short-circuit
areas,path-run-65,balanced,8,7,15,last-crossing,,,true,31.2,100,100,0,0,1,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter;arc-coil;countershot;burst;short-circuit;tension
areas,path-run-65,balanced,8,8,16,split-deck,,,true,11.95,100,96,20,16,5,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter;arc-coil;countershot;burst;short-circuit;tension;cinder
areas,path-run-65,balanced,8,9,17,suspension-hall,,,true,24.47,96,100,20,24,8,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter;arc-coil;countershot;burst;short-circuit;tension;cinder;tether
areas,path-run-65,balanced,8,10,18,rooftops-low-road,,,true,14.77,100,96,20,16,9,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter;arc-coil;countershot;burst;short-circuit;tension;cinder;tether;vector
areas,path-run-65,balanced,8,11,19,relay-roof,,,true,28.13,96,98,0,2,1,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter;arc-coil;countershot;burst;short-circuit;tension;cinder;tether;vector;fold
areas,path-run-65,balanced,8,12,19,last-flight,,route,true,15.35,98,98,0,0,0,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter;arc-coil;countershot;burst;short-circuit;tension;cinder;tether;vector;fold
areas,path-run-65,balanced,8,13,19,last-flight,,extracting,true,2.62,98,98,0,0,0,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;tripwire;scatter;arc-coil;countershot;burst;short-circuit;tension;cinder;tether;vector;fold
areas,path-run-65,balanced,12,0,12,sorting-floor,,,true,25.6,100,100,0,0,7,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor
areas,path-run-65,balanced,12,1,13,freight-crossing,,,true,39.3,100,100,20,20,7,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;backblast
areas,path-run-65,balanced,12,2,14,reclamation-low-road,,,true,34.9,100,39,95,34,10,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;backblast;shaped-charge
areas,path-run-65,balanced,12,3,15,last-crossing,,,true,95.33,39,53,0,14,1,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;backblast;shaped-charge;tether
areas,path-run-65,balanced,12,4,16,split-deck,,,true,22.45,53,62,15,24,5,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;backblast;shaped-charge;tether;cinder
areas,path-run-65,balanced,12,5,17,suspension-hall,,,true,19.78,62,92,0,30,9,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;backblast;shaped-charge;tether;cinder;snapback
areas,path-run-65,balanced,12,6,18,rooftops-low-road,,,true,36.87,92,40,88,36,10,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;backblast;shaped-charge;tether;cinder;snapback;flashpoint
areas,path-run-65,balanced,12,7,19,relay-roof,,,false,96.55,40,0,40,0,1,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;backblast;shaped-charge;tether;cinder;snapback;flashpoint;blast-surf
areas,path-run-65,balanced,16,0,16,split-deck,,,true,31.82,100,100,0,0,5,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;tripwire;redline;blast-surf;fuse
areas,path-run-65,balanced,16,1,17,suspension-hall,,,true,23.02,100,100,15,15,8,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;tripwire;redline;blast-surf;fuse;grindshot
areas,path-run-65,balanced,16,2,18,rooftops-low-road,,,true,24.18,100,62,66,28,10,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;tripwire;redline;blast-surf;fuse;grindshot;mass-driver
areas,path-run-65,balanced,16,3,19,relay-roof,,,true,147.58,62,14,50,2,1,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;tripwire;redline;blast-surf;fuse;grindshot;mass-driver;aftershock
areas,path-run-65,balanced,16,4,19,last-flight,,route,true,15.35,14,14,0,0,0,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;tripwire;redline;blast-surf;fuse;grindshot;mass-driver;aftershock
areas,path-run-65,balanced,16,5,19,last-flight,,extracting,true,2.62,14,14,0,0,0,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;shellshock;capacitor;tripwire;redline;blast-surf;fuse;grindshot;mass-driver;aftershock
areas,path-run-65,precision,4,0,4,pillars,,,true,23.47,100,100,0,0,5,magnum;rapid;deadeye;airshot
areas,path-run-65,precision,4,1,5,fortress,,,true,12.88,100,81,31,12,6,magnum;rapid;deadeye;airshot;deadlock
areas,path-run-65,precision,4,2,6,furnace-low-road,,,true,15.05,81,77,16,12,6,magnum;rapid;deadeye;airshot;deadlock;arc-coil
areas,path-run-65,precision,4,3,7,press-hall,,,true,43.87,77,83,8,14,1,magnum;rapid;deadeye;airshot;deadlock;arc-coil;leech
areas,path-run-65,precision,4,4,8,return-channel,,,true,18.6,83,100,0,17,7,magnum;rapid;deadeye;airshot;deadlock;arc-coil;leech;cinder
areas,path-run-65,precision,4,5,9,pump-room,,,true,15.3,100,100,0,0,7,magnum;rapid;deadeye;airshot;deadlock;arc-coil;leech;cinder;execute
areas,path-run-65,precision,4,6,10,cooling-low-road,,,true,14.15,100,100,0,0,9,magnum;rapid;deadeye;airshot;deadlock;arc-coil;leech;cinder;execute;cutting-torch
areas,path-run-65,precision,4,7,11,turbine-gallery,,,true,54.38,100,92,22,14,1,magnum;rapid;deadeye;airshot;deadlock;arc-coil;leech;cinder;execute;cutting-torch;capacitor
areas,path-run-65,precision,4,8,12,sorting-floor,,,true,11.98,92,100,0,8,7,magnum;rapid;deadeye;airshot;deadlock;arc-coil;leech;cinder;execute;cutting-torch;capacitor;crosswind
areas,path-run-65,precision,4,9,13,freight-crossing,,,true,16.63,100,96,20,16,7,magnum;rapid;deadeye;airshot;deadlock;arc-coil;leech;cinder;execute;cutting-torch;capacitor;crosswind;pierce
areas,path-run-65,precision,4,10,14,reclamation-low-road,,,true,20.48,96,74,58,36,9,magnum;rapid;deadeye;airshot;deadlock;arc-coil;leech;cinder;execute;cutting-torch;capacitor;crosswind;pierce;charge-lens
areas,path-run-65,precision,4,11,15,last-crossing,,,false,10.32,74,0,74,0,1,magnum;rapid;deadeye;airshot;deadlock;arc-coil;leech;cinder;execute;cutting-torch;capacitor;crosswind;pierce;charge-lens;tether
areas,path-run-65,precision,8,0,8,return-channel,,,true,12.42,100,98,18,16,7,magnum;rapid;deadeye;airshot;light;leech;execute;rivet
areas,path-run-65,precision,8,1,9,pump-room,,,true,25.07,98,100,0,2,6,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock
areas,path-run-65,precision,8,2,10,cooling-low-road,,,true,11.47,100,100,0,0,9,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;cutting-torch
areas,path-run-65,precision,8,3,11,turbine-gallery,,,true,29.82,100,100,0,0,1,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;cutting-torch;capacitor
areas,path-run-65,precision,8,4,12,sorting-floor,,,true,7.27,100,100,0,0,7,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;cutting-torch;capacitor;crosswind
areas,path-run-65,precision,8,5,13,freight-crossing,,,true,36.22,100,100,0,0,7,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;cutting-torch;capacitor;crosswind;ricochet
areas,path-run-65,precision,8,6,14,reclamation-low-road,,,true,32.18,100,100,20,20,8,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;cutting-torch;capacitor;crosswind;ricochet;charge-lens
areas,path-run-65,precision,8,7,15,last-crossing,,,false,25.07,100,0,100,0,1,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;cutting-torch;capacitor;crosswind;ricochet;charge-lens;tether
areas,path-run-65,precision,12,0,12,sorting-floor,,,true,11.7,100,100,0,0,7,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell
areas,path-run-65,precision,12,1,13,freight-crossing,,,false,11.67,100,0,102,2,6,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;ricochet
areas,path-run-65,precision,16,0,16,split-deck,,,true,12.15,100,100,0,0,5,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;rail-spike;backblast;kick;redline
areas,path-run-65,precision,16,1,17,suspension-hall,,,true,21.67,100,92,40,32,9,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;rail-spike;backblast;kick;redline;recall
areas,path-run-65,precision,16,2,18,rooftops-low-road,,,false,14.63,92,0,104,12,10,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;rail-spike;backblast;kick;redline;recall;arc-coil
areas,path-run-66,utility,4,0,4,fortress,,,true,15.38,100,88,24,12,5,light;fold;countershot;ricochet
areas,path-run-66,utility,4,1,5,freight-shaft,,,true,48.2,88,100,0,12,3,light;fold;countershot;ricochet;shellshock
areas,path-run-66,utility,4,2,6,furnace-low-road,,,true,18.42,100,76,36,12,7,light;fold;countershot;ricochet;shellshock;tether
areas,path-run-66,utility,4,3,7,press-hall,,,true,81.92,76,88,0,12,1,light;fold;countershot;ricochet;shellshock;tether;split
areas,path-run-66,utility,4,4,8,settling-tanks,,,true,20.63,88,100,0,12,7,light;fold;countershot;ricochet;shellshock;tether;split;cinder
areas,path-run-66,utility,4,5,9,dropworks,,,true,20.65,100,76,36,12,7,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor
areas,path-run-66,utility,4,6,10,cooling-low-road,,,true,21.83,76,100,0,24,9,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech
areas,path-run-66,utility,4,7,11,condenser-hall,,,true,77.67,100,93,21,14,1,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech;blast-surf
areas,path-run-66,utility,4,8,12,sorting-floor,,,true,17.13,93,100,0,7,7,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech;blast-surf;crosswind
areas,path-run-66,utility,4,9,13,gantry-walk,,,true,18.55,100,100,0,0,7,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech;blast-surf;crosswind;shaped-charge
areas,path-run-66,utility,4,10,14,reclamation-low-road,,,true,30.93,100,100,20,20,10,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech;blast-surf;crosswind;shaped-charge;vector
areas,path-run-66,utility,4,11,15,separation-chamber,,,true,39.78,100,100,0,0,1,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech;blast-surf;crosswind;shaped-charge;vector;airshot
areas,path-run-66,utility,4,12,16,gantry,,,true,27.52,100,87,37,24,6,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech;blast-surf;crosswind;shaped-charge;vector;airshot;ramjet
areas,path-run-66,utility,4,13,17,dropworks-roof,,,true,35.22,87,84,37,34,10,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech;blast-surf;crosswind;shaped-charge;vector;airshot;ramjet;relay-gate
areas,path-run-66,utility,4,14,18,rooftops-low-road,,,true,25.82,84,61,59,36,9,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech;blast-surf;crosswind;shaped-charge;vector;airshot;ramjet;relay-gate;slingshot
areas,path-run-66,utility,4,15,19,relay-roof,,,true,66.8,61,63,0,2,1,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech;blast-surf;crosswind;shaped-charge;vector;airshot;ramjet;relay-gate;slingshot;tripwire
areas,path-run-66,utility,4,16,19,last-flight,,route,true,15.35,63,63,0,0,0,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech;blast-surf;crosswind;shaped-charge;vector;airshot;ramjet;relay-gate;slingshot;tripwire
areas,path-run-66,utility,4,17,19,last-flight,,extracting,true,2.62,63,63,0,0,0,light;fold;countershot;ricochet;shellshock;tether;split;cinder;capacitor;leech;blast-surf;crosswind;shaped-charge;vector;airshot;ramjet;relay-gate;slingshot;tripwire
areas,path-run-66,utility,8,0,8,settling-tanks,,,true,15.08,100,100,18,18,7,light;fold;countershot;ricochet;pierce;split;leech;landing
areas,path-run-66,utility,8,1,9,dropworks,,,true,17.27,100,100,0,0,6,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor
areas,path-run-66,utility,8,2,10,cooling-low-road,,,true,17.68,100,100,0,0,9,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst
areas,path-run-66,utility,8,3,11,condenser-hall,,,true,90.12,100,72,42,14,1,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst;crossfire
areas,path-run-66,utility,8,4,12,sorting-floor,,,true,20.1,72,100,0,28,7,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst;crossfire;crosswind
areas,path-run-66,utility,8,5,13,gantry-walk,,,true,27.23,100,100,20,20,7,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst;crossfire;crosswind;mass-driver
areas,path-run-66,utility,8,6,14,reclamation-low-road,,,true,43.83,100,98,33,31,9,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst;crossfire;crosswind;mass-driver;pinwheel
areas,path-run-66,utility,8,7,15,separation-chamber,,,true,61,98,90,22,14,1,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst;crossfire;crosswind;mass-driver;pinwheel;airshot
areas,path-run-66,utility,8,8,16,gantry,,,true,21.07,90,56,60,26,6,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst;crossfire;crosswind;mass-driver;pinwheel;airshot;tether
areas,path-run-66,utility,8,9,17,dropworks-roof,,,true,47.02,56,92,0,36,11,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst;crossfire;crosswind;mass-driver;pinwheel;airshot;tether;relay-gate
areas,path-run-66,utility,8,10,18,rooftops-low-road,,,true,22.8,92,100,0,8,7,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst;crossfire;crosswind;mass-driver;pinwheel;airshot;tether;relay-gate;shatter
areas,path-run-66,utility,8,11,19,relay-roof,,,true,95.15,100,58,44,2,1,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst;crossfire;crosswind;mass-driver;pinwheel;airshot;tether;relay-gate;shatter;drop-forge
areas,path-run-66,utility,8,12,19,last-flight,,route,true,15.35,58,58,0,0,0,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst;crossfire;crosswind;mass-driver;pinwheel;airshot;tether;relay-gate;shatter;drop-forge
areas,path-run-66,utility,8,13,19,last-flight,,extracting,true,2.62,58,58,0,0,0,light;fold;countershot;ricochet;pierce;split;leech;landing;capacitor;burst;crossfire;crosswind;mass-driver;pinwheel;airshot;tether;relay-gate;shatter;drop-forge
areas,path-run-66,utility,12,0,12,sorting-floor,,,true,14.83,100,100,0,0,7,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell
areas,path-run-66,utility,12,1,13,gantry-walk,,,true,17.63,100,100,0,0,7,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;coolant-rounds
areas,path-run-66,utility,12,2,14,reclamation-low-road,,,true,25.63,100,100,0,0,8,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;coolant-rounds;cold-snap
areas,path-run-66,utility,12,3,15,separation-chamber,,,true,56.85,100,100,0,0,1,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;coolant-rounds;cold-snap;rapid
areas,path-run-66,utility,12,4,16,gantry,,,true,24.28,100,100,15,15,7,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;coolant-rounds;cold-snap;rapid;ramjet
areas,path-run-66,utility,12,5,17,dropworks-roof,,,true,34.3,100,100,19,19,10,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;coolant-rounds;cold-snap;rapid;ramjet;cold-front
areas,path-run-66,utility,12,6,18,rooftops-low-road,,,true,30.33,100,100,0,0,10,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;coolant-rounds;cold-snap;rapid;ramjet;cold-front;slingshot
areas,path-run-66,utility,12,7,19,relay-roof,,,true,72.27,100,69,33,2,1,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;coolant-rounds;cold-snap;rapid;ramjet;cold-front;slingshot;relay-gate
areas,path-run-66,utility,12,8,19,last-flight,,route,true,15.35,69,69,0,0,0,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;coolant-rounds;cold-snap;rapid;ramjet;cold-front;slingshot;relay-gate
areas,path-run-66,utility,12,9,19,last-flight,,extracting,true,2.62,69,69,0,0,0,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;coolant-rounds;cold-snap;rapid;ramjet;cold-front;slingshot;relay-gate
areas,path-run-66,utility,16,0,16,gantry,,,true,14.33,100,100,0,0,6,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;magnum;rewire;airshot;suspension
areas,path-run-66,utility,16,1,17,dropworks-roof,,,true,31.55,100,95,37,32,11,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;magnum;rewire;airshot;suspension;wallrunner
areas,path-run-66,utility,16,2,18,rooftops-low-road,,,true,22,95,100,20,25,9,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;magnum;rewire;airshot;suspension;wallrunner;shatter
areas,path-run-66,utility,16,3,19,relay-roof,,,true,50.62,100,37,65,2,1,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;magnum;rewire;airshot;suspension;wallrunner;shatter;crosshatch
areas,path-run-66,utility,16,4,19,last-flight,,route,true,15.35,37,37,0,0,0,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;magnum;rewire;airshot;suspension;wallrunner;shatter;crosshatch
areas,path-run-66,utility,16,5,19,last-flight,,extracting,true,2.62,37,37,0,0,0,light;fold;countershot;ricochet;pierce;split;leech;landing;vector;tether;capacitor;reserve-cell;magnum;rewire;airshot;suspension;wallrunner;shatter;crosshatch
areas,path-run-66,balanced,4,0,4,fortress,,,true,51.05,100,88,24,12,5,magnum;light;kick;rapid
areas,path-run-66,balanced,4,1,5,freight-shaft,,,true,46.03,88,85,15,12,3,magnum;light;kick;rapid;pierce
areas,path-run-66,balanced,4,2,6,furnace-low-road,,,true,14.3,85,81,16,12,7,magnum;light;kick;rapid;pierce;ricochet
areas,path-run-66,balanced,4,3,7,press-hall,,,true,52.98,81,95,0,14,1,magnum;light;kick;rapid;pierce;ricochet;leech
areas,path-run-66,balanced,4,4,8,settling-tanks,,,true,11.68,95,100,0,5,7,magnum;light;kick;rapid;pierce;ricochet;leech;cinder
areas,path-run-66,balanced,4,5,9,dropworks,,,true,28.72,100,100,0,0,6,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot
areas,path-run-66,balanced,4,6,10,cooling-low-road,,,true,18.03,100,100,0,0,8,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast
areas,path-run-66,balanced,4,7,11,condenser-hall,,,true,40.28,100,100,0,0,1,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast;deadeye
areas,path-run-66,balanced,4,8,12,sorting-floor,,,true,10.88,100,100,0,0,7,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast;deadeye;crosswind
areas,path-run-66,balanced,4,9,13,gantry-walk,,,true,15.65,100,100,20,20,7,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast;deadeye;crosswind;cutting-torch
areas,path-run-66,balanced,4,10,14,reclamation-low-road,,,true,17.3,100,100,20,20,9,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast;deadeye;crosswind;cutting-torch;charge-lens
areas,path-run-66,balanced,4,11,15,separation-chamber,,,true,42.25,100,92,22,14,1,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast;deadeye;crosswind;cutting-torch;charge-lens;scatter
areas,path-run-66,balanced,4,12,16,gantry,,,true,16.88,92,80,40,28,7,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast;deadeye;crosswind;cutting-torch;charge-lens;scatter;ramjet
areas,path-run-66,balanced,4,13,17,dropworks-roof,,,true,20.02,80,99,15,34,7,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast;deadeye;crosswind;cutting-torch;charge-lens;scatter;ramjet;thermal-runaway
areas,path-run-66,balanced,4,14,18,rooftops-low-road,,,true,33.02,99,98,22,21,7,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast;deadeye;crosswind;cutting-torch;charge-lens;scatter;ramjet;thermal-runaway;airshot
areas,path-run-66,balanced,4,15,19,relay-roof,,,true,29.97,98,90,10,2,1,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast;deadeye;crosswind;cutting-torch;charge-lens;scatter;ramjet;thermal-runaway;airshot;flashpoint
areas,path-run-66,balanced,4,16,19,last-flight,,route,true,15.35,90,90,0,0,0,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast;deadeye;crosswind;cutting-torch;charge-lens;scatter;ramjet;thermal-runaway;airshot;flashpoint
areas,path-run-66,balanced,4,17,19,last-flight,,extracting,true,2.62,90,90,0,0,0,magnum;light;kick;rapid;pierce;ricochet;leech;cinder;countershot;backblast;deadeye;crosswind;cutting-torch;charge-lens;scatter;ramjet;thermal-runaway;airshot;flashpoint
areas,path-run-66,balanced,8,0,8,settling-tanks,,,true,10.67,100,100,0,0,7,magnum;light;kick;rapid;airshot;leech;pierce;ricochet
