"game_version","upgrade_a","name_a","upgrade_b","name_b","eligibility","blockers_including_prerequisites","a_first_dependency_order","b_first_dependency_order","base_stats_in_both_orders","scope"
"3.0.0-development","blast-surf","Blast surfing","rail-spike","Rail spike","blocked","different paths: demolition + precision","shellshock > blast-surf > deadeye > capacitor > rail-spike","deadeye > capacitor > rail-spike > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","tether","Tether rounds","allowed with prerequisites","","shellshock > blast-surf > tether","tether > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","snapback","Snapback","allowed with prerequisites","","shellshock > blast-surf > tether > snapback","tether > snapback > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","orbit","Orbit","blocked","different paths: bullet-hell + demolition","shellshock > blast-surf > crossfire > recall > orbit","crossfire > recall > orbit > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","arc-coil","Arc Coil","allowed with prerequisites","","shellshock > blast-surf > arc-coil","arc-coil > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","daisy-chain","Daisy Chain","allowed with prerequisites","","shellshock > blast-surf > arc-coil > daisy-chain","arc-coil > daisy-chain > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","implosion","Implosion","allowed with prerequisites","","shellshock > blast-surf > fuse > implosion","shellshock > fuse > implosion > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","ramjet","Ramjet","allowed with prerequisites","","shellshock > blast-surf > ramjet","ramjet > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","cinder","Cinder rounds","allowed with prerequisites","","shellshock > blast-surf > cinder","cinder > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","crosswind","Crosswind","allowed with prerequisites","","shellshock > blast-surf > crosswind","crosswind > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","wrecking-ball","Wrecking Ball","allowed with prerequisites","","shellshock > blast-surf > ramjet > wrecking-ball","ramjet > wrecking-ball > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","flashpoint","Flashpoint","allowed with prerequisites","","shellshock > blast-surf > cinder > flashpoint","cinder > flashpoint > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","slipstream","Slipstream","allowed with prerequisites","","shellshock > blast-surf > crosswind > slipstream","crosswind > slipstream > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","grindshot","Grindshot","allowed with prerequisites","","shellshock > blast-surf > grindshot","grindshot > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","corner-cutter","Corner Cutter","allowed with prerequisites","","shellshock > blast-surf > grindshot > corner-cutter","grindshot > corner-cutter > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","tripwire","Tripwire","allowed with prerequisites","","shellshock > blast-surf > tripwire","tripwire > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","tension","Tension","allowed with prerequisites","","shellshock > blast-surf > tripwire > tension","tripwire > tension > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","cutting-torch","Cutting Torch","blocked","different paths: demolition + precision","shellshock > blast-surf > cutting-torch","cutting-torch > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","thermal-runaway","Thermal Runaway","blocked","different paths: demolition + precision","shellshock > blast-surf > cutting-torch > thermal-runaway","cutting-torch > thermal-runaway > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","vector","Vector rounds","allowed with prerequisites","","shellshock > blast-surf > vector","vector > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","afterburner","Afterburner","allowed with prerequisites","","shellshock > blast-surf > vector > afterburner","vector > afterburner > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","mass-driver","Mass Driver","allowed with prerequisites","","shellshock > blast-surf > mass-driver","mass-driver > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","drop-forge","Drop Forge","allowed with prerequisites","","shellshock > blast-surf > mass-driver > drop-forge","mass-driver > drop-forge > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","pulse-chamber","Pulse Chamber","blocked","different paths: demolition + precision","shellshock > blast-surf > cutting-torch > burst > pulse-chamber","cutting-torch > burst > pulse-chamber > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","charge-lens","Charge Lens","blocked","different paths: demolition + precision","shellshock > blast-surf > cutting-torch > charge-lens","cutting-torch > charge-lens > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","prism-array","Prism Array","blocked","different paths: demolition + precision","shellshock > blast-surf > cutting-torch > prism-array","cutting-torch > prism-array > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","pinwheel","Pinwheel","blocked","different paths: bullet-hell + demolition","shellshock > blast-surf > crossfire > pinwheel","crossfire > pinwheel > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","follow-through","Follow-through","blocked","different paths: bullet-hell + demolition","shellshock > blast-surf > crossfire > afterimage > follow-through","crossfire > afterimage > follow-through > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","shaped-charge","Shaped Charge","allowed with prerequisites","","shellshock > blast-surf > shaped-charge","shellshock > shaped-charge > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","cluster-shell","Cluster Shell","allowed with prerequisites","","shellshock > blast-surf > cluster-shell","shellshock > cluster-shell > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","skid-plate","Skid Plate","allowed with prerequisites","","shellshock > blast-surf > mass-driver > skid-plate","mass-driver > skid-plate > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","relay-gate","Relay Gate","allowed with prerequisites","","shellshock > blast-surf > fold > relay-gate","fold > relay-gate > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","short-circuit","Short Circuit","allowed with prerequisites","","shellshock > blast-surf > arc-coil > short-circuit","arc-coil > short-circuit > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","triphammer","Triphammer","allowed with prerequisites","","shellshock > blast-surf > ramjet > triphammer","ramjet > triphammer > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","crosscut","Crosscut","allowed with prerequisites","","shellshock > blast-surf > grindshot > crosscut","grindshot > crosscut > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","coolant-rounds","Coolant Rounds","blocked","different paths: cryogenic + demolition","shellshock > blast-surf > coolant-rounds","coolant-rounds > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","deep-freeze","Deep Freeze","blocked","different paths: cryogenic + demolition","shellshock > blast-surf > coolant-rounds > deep-freeze","coolant-rounds > deep-freeze > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","icebreaker","Icebreaker","blocked","different paths: cryogenic + demolition","shellshock > blast-surf > coolant-rounds > deep-freeze > icebreaker","coolant-rounds > deep-freeze > icebreaker > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","cold-snap","Cold Snap","blocked","different paths: cryogenic + demolition","shellshock > blast-surf > coolant-rounds > cold-snap","coolant-rounds > cold-snap > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","cold-front","Cold Front","blocked","different paths: cryogenic + demolition","shellshock > blast-surf > coolant-rounds > cold-snap > cold-front","coolant-rounds > cold-snap > cold-front > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","suspension","Suspension","blocked","different paths: demolition + stasis","shellshock > blast-surf > suspension","suspension > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","crosshatch","Crosshatch","blocked","different paths: demolition + stasis","shellshock > blast-surf > suspension > crosshatch","suspension > crosshatch > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","thread-the-needle","Thread the Needle","blocked","different paths: demolition + stasis","shellshock > blast-surf > suspension > crosshatch > thread-the-needle","suspension > crosshatch > thread-the-needle > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","tripline","Tripline","blocked","different paths: demolition + stasis","shellshock > blast-surf > suspension > tripline","suspension > tripline > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","chain-release","Chain Release","blocked","different paths: demolition + stasis","shellshock > blast-surf > suspension > tripline > chain-release","suspension > tripline > chain-release > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","retrace","Retrace","allowed with prerequisites","","shellshock > blast-surf > recall > retrace","recall > retrace > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","wallrunner","Wallrunner","allowed with prerequisites","","shellshock > blast-surf > light > wallrunner","light > wallrunner > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","air-brake","Air Brake","allowed with prerequisites","","shellshock > blast-surf > kick > air-brake","kick > air-brake > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","grapnel","Grapnel","allowed with prerequisites","","shellshock > blast-surf > tether > grapnel","tether > grapnel > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","convoy","Convoy","blocked","different paths: demolition + stasis","shellshock > blast-surf > suspension > crosshatch > convoy","suspension > crosshatch > convoy > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","thermal-shock","Thermal Shock","blocked","different paths: cryogenic + demolition","shellshock > blast-surf > coolant-rounds > cinder > thermal-shock","coolant-rounds > cinder > thermal-shock > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","corner-pocket","Corner Pocket","allowed with prerequisites","","shellshock > blast-surf > banker > corner-pocket","banker > corner-pocket > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","scrap-feed","Scrap Feed","allowed with prerequisites","","shellshock > blast-surf > split > scrap-feed","split > scrap-feed > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","spoof","Spoof","allowed with prerequisites","","shellshock > blast-surf > spoof","spoof > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","standing-orders","Standing Orders","allowed with prerequisites","","shellshock > blast-surf > spoof > standing-orders","spoof > standing-orders > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","priority-target","Priority Target","allowed with prerequisites","","shellshock > blast-surf > spoof > standing-orders > priority-target","spoof > standing-orders > priority-target > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","cross-talk","Cross Talk","allowed with prerequisites","","shellshock > blast-surf > spoof > cross-talk","spoof > cross-talk > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","dead-switch","Dead Switch","allowed with prerequisites","","shellshock > blast-surf > spoof > cross-talk > dead-switch","spoof > cross-talk > dead-switch > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","resonator","Resonator","blocked","different paths: demolition + precision","shellshock > blast-surf > cutting-torch > burst > pulse-chamber > fold > relay-gate > resonator","cutting-torch > burst > pulse-chamber > fold > relay-gate > resonator > shellshock > blast-surf","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","flywheel","Flywheel","allowed with prerequisites","","shellshock > blast-surf > mass-driver > skid-plate > grindshot > crosscut > flywheel","mass-driver > skid-plate > grindshot > crosscut > flywheel > shellshock > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","blast-surf","Blast surfing","storm-cell","Storm Cell","allowed with prerequisites","","shellshock > blast-surf > cluster-shell > arc-coil > storm-cell","shellshock > cluster-shell > arc-coil > storm-cell > blast-surf","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","chain-reaction","Chain reaction","allowed with prerequisites","","shellshock > aftershock > chain-reaction","shellshock > chain-reaction > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","rewire","Rewire","allowed with prerequisites","","shellshock > aftershock > fold > rewire","fold > rewire > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","slingshot","Slingshot","allowed with prerequisites","","shellshock > aftershock > fold > slingshot","fold > slingshot > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","redline","Redline","allowed with prerequisites","","shellshock > aftershock > kick > redline","kick > redline > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","breach","Breach","allowed with prerequisites","","shellshock > aftershock > backblast > breach","backblast > breach > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","shatter","Shatter","allowed with prerequisites","","shellshock > aftershock > split > shatter","split > shatter > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","convergence","Convergence","blocked","different paths: bullet-hell + demolition","shellshock > aftershock > crossfire > convergence","crossfire > convergence > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","deadlock","Deadlock","blocked","different paths: demolition + precision","shellshock > aftershock > deadeye > deadlock","deadeye > deadlock > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","shockfront","Shockfront","allowed with prerequisites","","shellshock > aftershock > shockfront","shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","backfire","Backfire","allowed with prerequisites","","shellshock > aftershock > backblast > backfire","backblast > backfire > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","recall","Recall","allowed with prerequisites","","shellshock > aftershock > recall","recall > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","homecoming","Homecoming","allowed with prerequisites","","shellshock > aftershock > recall > homecoming","recall > homecoming > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","capacitor","Capacitor","allowed with prerequisites","","shellshock > aftershock > capacitor","capacitor > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","reserve-cell","Reserve cell","allowed with prerequisites","","shellshock > aftershock > capacitor > reserve-cell","capacitor > reserve-cell > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","countershot","Countershot","allowed with prerequisites","","shellshock > aftershock > countershot","countershot > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","reprisal","Reprisal","allowed with prerequisites","","shellshock > aftershock > countershot > reprisal","countershot > reprisal > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","rivet","Rivet","blocked","different paths: demolition + precision","shellshock > aftershock > deadeye > rivet","deadeye > rivet > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","fracture","Fracture","blocked","different paths: demolition + precision","shellshock > aftershock > deadeye > rivet > fracture","deadeye > rivet > fracture > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","fuse","Fuse","allowed with prerequisites","","shellshock > aftershock > fuse","shellshock > fuse > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","linked-fuse","Linked fuse","allowed with prerequisites","","shellshock > aftershock > fuse > linked-fuse","shellshock > fuse > linked-fuse > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","afterimage","Afterimage","blocked","different paths: bullet-hell + demolition","shellshock > aftershock > crossfire > afterimage","crossfire > afterimage > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","parallax","Parallax","blocked","different paths: bullet-hell + demolition","shellshock > aftershock > crossfire > afterimage > parallax","crossfire > afterimage > parallax > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","rail-spike","Rail spike","blocked","different paths: demolition + precision","shellshock > aftershock > deadeye > capacitor > rail-spike","deadeye > capacitor > rail-spike > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","tether","Tether rounds","allowed with prerequisites","","shellshock > aftershock > tether","tether > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","snapback","Snapback","allowed with prerequisites","","shellshock > aftershock > tether > snapback","tether > snapback > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","orbit","Orbit","blocked","different paths: bullet-hell + demolition","shellshock > aftershock > crossfire > recall > orbit","crossfire > recall > orbit > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","arc-coil","Arc Coil","allowed with prerequisites","","shellshock > aftershock > arc-coil","arc-coil > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","daisy-chain","Daisy Chain","allowed with prerequisites","","shellshock > aftershock > arc-coil > daisy-chain","arc-coil > daisy-chain > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","implosion","Implosion","allowed with prerequisites","","shellshock > aftershock > fuse > implosion","shellshock > fuse > implosion > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","ramjet","Ramjet","allowed with prerequisites","","shellshock > aftershock > ramjet","ramjet > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","cinder","Cinder rounds","allowed with prerequisites","","shellshock > aftershock > cinder","cinder > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","crosswind","Crosswind","allowed with prerequisites","","shellshock > aftershock > crosswind","crosswind > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","wrecking-ball","Wrecking Ball","allowed with prerequisites","","shellshock > aftershock > ramjet > wrecking-ball","ramjet > wrecking-ball > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","flashpoint","Flashpoint","allowed with prerequisites","","shellshock > aftershock > cinder > flashpoint","cinder > flashpoint > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","slipstream","Slipstream","allowed with prerequisites","","shellshock > aftershock > crosswind > slipstream","crosswind > slipstream > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","grindshot","Grindshot","allowed with prerequisites","","shellshock > aftershock > grindshot","grindshot > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","corner-cutter","Corner Cutter","allowed with prerequisites","","shellshock > aftershock > grindshot > corner-cutter","grindshot > corner-cutter > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","tripwire","Tripwire","allowed with prerequisites","","shellshock > aftershock > tripwire","tripwire > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","tension","Tension","allowed with prerequisites","","shellshock > aftershock > tripwire > tension","tripwire > tension > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","cutting-torch","Cutting Torch","blocked","different paths: demolition + precision","shellshock > aftershock > cutting-torch","cutting-torch > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","thermal-runaway","Thermal Runaway","blocked","different paths: demolition + precision","shellshock > aftershock > cutting-torch > thermal-runaway","cutting-torch > thermal-runaway > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","vector","Vector rounds","allowed with prerequisites","","shellshock > aftershock > vector","vector > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","afterburner","Afterburner","allowed with prerequisites","","shellshock > aftershock > vector > afterburner","vector > afterburner > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","mass-driver","Mass Driver","allowed with prerequisites","","shellshock > aftershock > mass-driver","mass-driver > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","drop-forge","Drop Forge","allowed with prerequisites","","shellshock > aftershock > mass-driver > drop-forge","mass-driver > drop-forge > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","pulse-chamber","Pulse Chamber","blocked","different paths: demolition + precision","shellshock > aftershock > cutting-torch > burst > pulse-chamber","cutting-torch > burst > pulse-chamber > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","charge-lens","Charge Lens","blocked","different paths: demolition + precision","shellshock > aftershock > cutting-torch > charge-lens","cutting-torch > charge-lens > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","prism-array","Prism Array","blocked","different paths: demolition + precision","shellshock > aftershock > cutting-torch > prism-array","cutting-torch > prism-array > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","pinwheel","Pinwheel","blocked","different paths: bullet-hell + demolition","shellshock > aftershock > crossfire > pinwheel","crossfire > pinwheel > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","follow-through","Follow-through","blocked","different paths: bullet-hell + demolition","shellshock > aftershock > crossfire > afterimage > follow-through","crossfire > afterimage > follow-through > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","shaped-charge","Shaped Charge","allowed with prerequisites","","shellshock > aftershock > shaped-charge","shellshock > shaped-charge > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","cluster-shell","Cluster Shell","allowed with prerequisites","","shellshock > aftershock > cluster-shell","shellshock > cluster-shell > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","skid-plate","Skid Plate","allowed with prerequisites","","shellshock > aftershock > mass-driver > skid-plate","mass-driver > skid-plate > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","relay-gate","Relay Gate","allowed with prerequisites","","shellshock > aftershock > fold > relay-gate","fold > relay-gate > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","short-circuit","Short Circuit","allowed with prerequisites","","shellshock > aftershock > arc-coil > short-circuit","arc-coil > short-circuit > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","triphammer","Triphammer","allowed with prerequisites","","shellshock > aftershock > ramjet > triphammer","ramjet > triphammer > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","crosscut","Crosscut","allowed with prerequisites","","shellshock > aftershock > grindshot > crosscut","grindshot > crosscut > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
