"combo","path","weapon","branches","fusion","upgrade_count","upgrades_in_acquisition_order","upgrade_ids_in_acquisition_order","room_test","boss_test","mirrored_room_test"
"demolition.mass-driver.implosion.drop-forge.relay-gate.short-circuit.triphammer.corner-cutter.grapnel","Demolition","Mass Driver","Implosion + Drop Forge + Relay Gate + Short Circuit + Triphammer + Corner Cutter + Grapnel","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Drop Forge > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Triphammer > Grindshot > Corner Cutter > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > drop-forge > fold > relay-gate > arc-coil > short-circuit > ramjet > triphammer > grindshot > corner-cutter > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.drop-forge.relay-gate.short-circuit.triphammer.corner-cutter.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.drop-forge.relay-gate.short-circuit.triphammer.corner-cutter.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.drop-forge.relay-gate.short-circuit.triphammer.corner-cutter.grapnel&mirror=1&v=2.75.0"
"demolition.mass-driver.implosion.drop-forge.relay-gate.short-circuit.triphammer.crosscut.snapback","Demolition","Mass Driver","Implosion + Drop Forge + Relay Gate + Short Circuit + Triphammer + Crosscut + Snapback","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Drop Forge > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Triphammer > Grindshot > Crosscut > Tether rounds > Snapback > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > drop-forge > fold > relay-gate > arc-coil > short-circuit > ramjet > triphammer > grindshot > crosscut > tether > snapback > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.drop-forge.relay-gate.short-circuit.triphammer.crosscut.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.drop-forge.relay-gate.short-circuit.triphammer.crosscut.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.drop-forge.relay-gate.short-circuit.triphammer.crosscut.snapback&mirror=1&v=2.75.0"
"demolition.mass-driver.implosion.drop-forge.relay-gate.short-circuit.triphammer.crosscut.grapnel","Demolition","Mass Driver","Implosion + Drop Forge + Relay Gate + Short Circuit + Triphammer + Crosscut + Grapnel","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Drop Forge > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Triphammer > Grindshot > Crosscut > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > drop-forge > fold > relay-gate > arc-coil > short-circuit > ramjet > triphammer > grindshot > crosscut > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.drop-forge.relay-gate.short-circuit.triphammer.crosscut.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.drop-forge.relay-gate.short-circuit.triphammer.crosscut.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.drop-forge.relay-gate.short-circuit.triphammer.crosscut.grapnel&mirror=1&v=2.75.0"
"demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback","Demolition","Mass Driver","Implosion + Skid Plate + Rewire + Daisy Chain + Wrecking Ball + Corner Cutter + Snapback","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Skid Plate > Fold > Rewire > Arc Coil > Daisy Chain > Ramjet > Wrecking Ball > Grindshot > Corner Cutter > Tether rounds > Snapback > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > skid-plate > fold > rewire > arc-coil > daisy-chain > ramjet > wrecking-ball > grindshot > corner-cutter > tether > snapback > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.corner-cutter.snapback&mirror=1&v=2.75.0"
"demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.corner-cutter.grapnel","Demolition","Mass Driver","Implosion + Skid Plate + Rewire + Daisy Chain + Wrecking Ball + Corner Cutter + Grapnel","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Skid Plate > Fold > Rewire > Arc Coil > Daisy Chain > Ramjet > Wrecking Ball > Grindshot > Corner Cutter > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > skid-plate > fold > rewire > arc-coil > daisy-chain > ramjet > wrecking-ball > grindshot > corner-cutter > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.corner-cutter.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.corner-cutter.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.corner-cutter.grapnel&mirror=1&v=2.75.0"
"demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.crosscut.snapback","Demolition","Mass Driver","Implosion + Skid Plate + Rewire + Daisy Chain + Wrecking Ball + Crosscut + Snapback","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Skid Plate > Fold > Rewire > Arc Coil > Daisy Chain > Ramjet > Wrecking Ball > Grindshot > Crosscut > Tether rounds > Snapback > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > skid-plate > fold > rewire > arc-coil > daisy-chain > ramjet > wrecking-ball > grindshot > crosscut > tether > snapback > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.crosscut.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.crosscut.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.crosscut.snapback&mirror=1&v=2.75.0"
"demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.crosscut.grapnel","Demolition","Mass Driver","Implosion + Skid Plate + Rewire + Daisy Chain + Wrecking Ball + Crosscut + Grapnel","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Skid Plate > Fold > Rewire > Arc Coil > Daisy Chain > Ramjet > Wrecking Ball > Grindshot > Crosscut > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > skid-plate > fold > rewire > arc-coil > daisy-chain > ramjet > wrecking-ball > grindshot > crosscut > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.crosscut.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.crosscut.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.wrecking-ball.crosscut.grapnel&mirror=1&v=2.75.0"
"demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.corner-cutter.snapback","Demolition","Mass Driver","Implosion + Skid Plate + Rewire + Daisy Chain + Triphammer + Corner Cutter + Snapback","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Skid Plate > Fold > Rewire > Arc Coil > Daisy Chain > Ramjet > Triphammer > Grindshot > Corner Cutter > Tether rounds > Snapback > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > skid-plate > fold > rewire > arc-coil > daisy-chain > ramjet > triphammer > grindshot > corner-cutter > tether > snapback > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.corner-cutter.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.corner-cutter.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.corner-cutter.snapback&mirror=1&v=2.75.0"
"demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.corner-cutter.grapnel","Demolition","Mass Driver","Implosion + Skid Plate + Rewire + Daisy Chain + Triphammer + Corner Cutter + Grapnel","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Skid Plate > Fold > Rewire > Arc Coil > Daisy Chain > Ramjet > Triphammer > Grindshot > Corner Cutter > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > skid-plate > fold > rewire > arc-coil > daisy-chain > ramjet > triphammer > grindshot > corner-cutter > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.corner-cutter.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.corner-cutter.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.corner-cutter.grapnel&mirror=1&v=2.75.0"
"demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.crosscut.snapback","Demolition","Mass Driver","Implosion + Skid Plate + Rewire + Daisy Chain + Triphammer + Crosscut + Snapback","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Skid Plate > Fold > Rewire > Arc Coil > Daisy Chain > Ramjet > Triphammer > Grindshot > Crosscut > Tether rounds > Snapback > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > skid-plate > fold > rewire > arc-coil > daisy-chain > ramjet > triphammer > grindshot > crosscut > tether > snapback > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.crosscut.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.crosscut.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.crosscut.snapback&mirror=1&v=2.75.0"
"demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.crosscut.grapnel","Demolition","Mass Driver","Implosion + Skid Plate + Rewire + Daisy Chain + Triphammer + Crosscut + Grapnel","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Skid Plate > Fold > Rewire > Arc Coil > Daisy Chain > Ramjet > Triphammer > Grindshot > Crosscut > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > skid-plate > fold > rewire > arc-coil > daisy-chain > ramjet > triphammer > grindshot > crosscut > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.crosscut.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.crosscut.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.daisy-chain.triphammer.crosscut.grapnel&mirror=1&v=2.75.0"
"demolition.mass-driver.implosion.skid-plate.rewire.short-circuit.wrecking-ball.corner-cutter.snapback","Demolition","Mass Driver","Implosion + Skid Plate + Rewire + Short Circuit + Wrecking Ball + Corner Cutter + Snapback","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Skid Plate > Fold > Rewire > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Corner Cutter > Tether rounds > Snapback > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > skid-plate > fold > rewire > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > corner-cutter > tether > snapback > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.short-circuit.wrecking-ball.corner-cutter.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.short-circuit.wrecking-ball.corner-cutter.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.short-circuit.wrecking-ball.corner-cutter.snapback&mirror=1&v=2.75.0"
"demolition.mass-driver.implosion.skid-plate.rewire.short-circuit.wrecking-ball.corner-cutter.grapnel","Demolition","Mass Driver","Implosion + Skid Plate + Rewire + Short Circuit + Wrecking Ball + Corner Cutter + Grapnel","Implosion","58","Shellshock > Mass Driver > Fuse > Implosion > Skid Plate > Fold > Rewire > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Corner Cutter > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Blast surfing > Aftershock > Chain reaction > Slingshot > Redline > Breach > Shatter > Shockfront > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Linked fuse > Cinder rounds > Crosswind > Flashpoint > Slipstream > Tripwire > Tension > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","shellshock > mass-driver > fuse > implosion > skid-plate > fold > rewire > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > corner-cutter > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > blast-surf > aftershock > chain-reaction > slingshot > redline > breach > shatter > shockfront > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > linked-fuse > cinder > crosswind > flashpoint > slipstream > tripwire > tension > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.short-circuit.wrecking-ball.corner-cutter.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.short-circuit.wrecking-ball.corner-cutter.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=demolition.mass-driver.implosion.skid-plate.rewire.short-circuit.wrecking-ball.corner-cutter.grapnel&mirror=1&v=2.75.0"
